EAN;Menor preço (R$);Origem;Produto;Link
7899470807362;10.59;Drogal;Maxalgina 1g 10 Comprimidos;https://www.drogal.com.br/maxalgina-1g-10-comprimidos/p
7896004789545;56.49;Drogal;Lefor 2,5mg 30 Comprimidos;https://www.drogal.com.br/lefor-25mg-30-cpr/p
7899852027128;29.09;Drogal;Hidratante Labial Vult Fruit-Tella Morango com Creme 8ml;https://www.drogal.com.br/hidratante-labial-vult-fruit-tella-morango-com-creme-8ml/p
7899420508004;133.89;Drogal;Suplemento Alimentar Bariat XR 30 Comprimidos de Liberação Prolongada;https://www.drogal.com.br/suplemento-alimentar-bariat-xr-30-comprimidos-de-liberacao-prolongada/p
7898941911027;77.65;Drogal;Complemento Alimentar Sustagen Adultos+ Sabor Baunilha 400g;https://www.drogal.com.br/complemento-alimentar-sustagen-adultos-sabor-baunilha-400g/p
7896261014244;27.49;Drogal;CataflamPro Emulgel 11,6mg/g 30g;https://www.drogal.com.br/cataflanpro-emulgel-116mgg-30g/p
7896046704155;23.69;Drogal;Fixador Para Cabelos Hair Spray Charming Forte 400ml;https://www.drogal.com.br/hair-spray-charm-400ml-forte/p
7891150095793;53.89;Drogal;Sérum Hidratante Corporal Dove Pantenol + Dermo Reparador Sem Perfume 380ml;https://www.drogal.com.br/serum-corporal-dove-pantenol-sem-perfume-pele-sensivel-e-seca-380ml/p
7500435106665;79.25;Drogal;Fralda Pampers Confort Sec M 70 Unidades;https://www.drogal.com.br/fralda-pampers-confort-sec-m-70-unidades/p
7894916516198;95.09;Drogal;Konduz 75mg 56 Cápsulas Duras;https://www.drogal.com.br/konduz-75mg-56-capsulas-duras/p
7896112406501;26.59;Drogal;Cronobê Complex IM Solução Injetavel 3 Ampolas 2ml Cada;https://www.drogal.com.br/cronobe-complex-im-solucao-injetavel-3-ampolas-2ml-cada/p
7891024114216;15.09;Drogal;Sabonete Líquido Antibacteriano para Corpo Protex Aveia + Probiótico 250ml;https://www.drogal.com.br/sabonete-liquido-antibacteriano-para-corpo-protex-aveia-probiotico-250ml/p
7500435196970;18.35;Drogal;Shampoo Pantene Colágeno 175ml;https://www.drogal.com.br/shampoo-pantene-colageno-175ml/p
7896094207769;98.0;Drogal;Stanglit 30mg 30 Comprimidos;https://www.drogal.com.br/stanglit-30mg-30-cpr/p
7891317015596;124.59;Drogal;Suplemento Alimentar Quelatus Senior 30 Comprimidos;https://www.drogal.com.br/quelatus-senior-30-comprimidos/p
7894916325769;62.01;Drogal;Allovita 50mg/ml Frasco Spray 50ml de Solução Capilar;https://www.drogal.com.br/allovita-50mgml-frasco-spray-50ml-de-solucao-capilar/p
7500435014359;13.15;Drogal;Escova Dental Oral-B 123 Limpeza Brilhante 3 Unidades;https://www.drogal.com.br/escova-dental-oral-b-123-limpeza-brilhante-3-unidades/p
8902220109544;14.89;Drogal;Rosuvastatina Cálcica 10mg Torrent 30 Comprimidos Revestidos;https://www.drogal.com.br/rosuvastatina-calcica-10mg-torrent-30-comprimidos-revestidos/p
7896004705118;17.39;Drogal;Cetoconazol + Dipropionato de Betametasona - EMS 20mg/g + 064mg/g pomada bisnaga com 30 g;https://www.drogal.com.br/cetoconazold-bet-pda30ggems/p
7896004732930;9.99;Drogal;Ibuflex 400mg 8 cápsulas;https://www.drogal.com.br/ibuflex-400mg-8-caps/p
7896026173063;97.15;Drogal;Loção Hidratante Fisiogel A+E Pele Seca e Extra Seca 475ml;https://www.drogal.com.br/locao-hidratante-fisiogel-ae-pele-seca-e-extra-seca-475ml/p
7891317124489;102.89;Drogal;Cloridrato de Moxifloxacino 400mg Eurofarma 7 Comprimidos Revestidos;https://www.drogal.com.br/cloridrato-de-moxifloxacino-400mg-eurofarma-7-comprimidos-revestidos/p
7896181920397;56.3;Drogal;Corus 25mg 30 Comprimidos Revestidos;https://www.drogal.com.br/corus-25mg-30-comprimidos-revestidos/p
4006000120003;40.69;Drogal;Hidratante Labial Nivea Lip Oil Pink Rock 5,5ml;https://www.drogal.com.br/hidratante-labial-nivea-lip-oil-pink-55ml/p
7899706190657;127.09;Drogal;Shampoo Calmante Vichy Dercos Technique Sense-Scalp 200ml;https://www.drogal.com.br/shampoo-calmante-vichy-dercos-technique-sense-scalp-200ml/p
7500435154239;32.69;Drogal;"Shampoo Pantene Pro-V Bambu Nutre &amp; Cresce 400ml";https://www.drogal.com.br/shampoo-pantene-bambu-400ml/p
4005900455901;14.89;Drogal;"Desodorante Antitranspirante Roll On Nivea Men Invisible Black &amp; White Fresh 50ml";https://www.drogal.com.br/desodorante-antitranspirante-roll-on-nivea-men-invisible-black-white-fresh-50ml/p
7896112406143;50.69;Drogal;Endofer 100mg 30 Comprimidos Mastigáveis;https://www.drogal.com.br/endofer-100mg-30-comprimidos-mastigaveis/p
7891182023115;7.29;Drogal;Base Fortalecedora Risqué Care Nail Booster Active 8ml;https://www.drogal.com.br/base-fortalecedora-risque-care-nail-booster-active-8ml/p
7891317024277;71.82;Drogal;Prysma 2mg 20 Comprimidos Revestidos;https://www.drogal.com.br/prysma-2mg-20-comprimidos-revestidos/p
7896004715520;31.19;Drogal;Furoato de Mometasona 1mg/g Creme Germed Bisnaga 20g;https://www.drogal.com.br/furoato-de-mometasona-1mgg-creme-germed-bisnaga-20g/p
7897316804926;164.24;Drogal;Combigan Solução Oftálmica Estéril 5ml;https://www.drogal.com.br/combigan-solucao-oftalmica-esteril-5ml/p
7896658008801;27.79;Drogal;Levoid 88mcg 30 Comprimidos;https://www.drogal.com.br/levoid-88mcg-30-comprimidos/p
7896094930001;28.39;Drogal;Analgésico Buscopan 10mg/ml Solução Gotas 20ml;https://www.drogal.com.br/buscopan-10mg-ml-solucao-oral-gotas-20ml/p
7897595630773;11.19;Drogal;Trilax 12 Comprimidos;https://www.drogal.com.br/trilax12comprimidos/p
7891000251638;25.39;Drogal;Leite em Pó Molico Zero Lactose 260g;https://www.drogal.com.br/molico-zero-lactose-260g/p
7896004700427;14.39;Drogal;Amoxicilina 500mg EMS 21 Cápsulas;https://www.drogal.com.br/amoxicilina-500mg-ems-21-capsulas/p
7896006201649;30.39;Drogal;Miranova 21 Drágeas;https://www.drogal.com.br/miranova-21-drageas/p
7891010255947;44.39;Drogal;Tylenol Gotas 200mg/ml Solução Oral 15ml;https://www.drogal.com.br/analgesico-tylenol-200mg-gotas-15ml/p
7702018037803;34.65;Drogal;Aparelho de Barbear Recarregável Gillette Mach3 Sensitive 1 Unidade;https://www.drogal.com.br/aparelho-de-barbear-recarregavel-gillette-mach3-sensitive-1-unidade/p
7891010591007;129.35;Drogal;Protetor Solar Neutrogena Sun Fresh FPS70 200ml;https://www.drogal.com.br/protetor-solar-neutrogena-sun-fresh-fps70-200ml/p
7899706178204;134.39;Drogal;Protetor Solar Anti-idade La Roche-Posay Anthelios AE-Pigmentation FPS50 Cor Clara 40g;https://www.drogal.com.br/protetor-solar-anti-idade-clareador-la-roche-posay-anthelios-ae-pigmentation-fps50-cor-clara-40g/p
7891317009618;155.89;Drogal;Neo B 5000mcg + 100mg + 100mg 60 Comprimidos Revestidos;https://www.drogal.com.br/neo-b-5000mcg-100mg-100mg-60-comprimidos-revestidos/p
7896523202822;7.09;Drogal;Antialérgico Loratamed 10mg 12 Comprimidos;https://www.drogal.com.br/loratamed-10mg-12-comprimidos/p
7896006297949;14.29;Drogal;Nausicalm 25mg 10 Cápsulas Gelatinosas Moles;https://www.drogal.com.br/nausicalm-25mg10-capsulas-gelatinosas-moles/p
7897411611023;76.09;Drogal;Benicar Anlo 40mg + 5mg 30 Comprimidos Revestidos;https://www.drogal.com.br/benicar-anlo-40mg-5mg-30-comprimidos-revestidos/p
7896004721323;23.29;Drogal;Paracetamol 500mg + Cafeína 65mg EMS 20 Comprimidos Revestidos;https://www.drogal.com.br/paracetcaf-50065mg-20cgems/p
7896902206458;6.79;Drogal;Sal Amargo Farmax 30g;https://www.drogal.com.br/salamargofarmax30g/p
7896094927278;199.79;Drogal;Suplemento Alimentar Curc 30 Comprimidos Revestidos;https://www.drogal.com.br/suplemento-alimentar-curc-30-comprimidos-revestidos/p
7895144603063;4.35;Drogal;Bala Mastigável Mentos Sabor Frutas Vermelhas 38g;https://www.drogal.com.br/bala-mastigavel-mentos-frutas-vermelhas-38g/p
7899852020211;25.95;Drogal;Creme Hidratante Facial Vult Antissinais 100g;https://www.drogal.com.br/creme-hidratante-facial-vult-antissinais-100g/p
7891317020507;35.69;Drogal;Gaba ER 250mg 30 Comprimidos Revestidos de Liberação Prolongada;https://www.drogal.com.br/gaba-er-250mg-30-comprimidos-revestidos-de-liberacao-prolongada/p
7899026414464;6.79;Drogal;Esmalte Colorama Cremoso Leite De Coco 8ml;https://www.drogal.com.br/esmalte-colorama-cremoso-leite-de-coco-8ml/p
7896112432401;37.09;Drogal;Pressat 2,5mg 30 Comprimidos;https://www.drogal.com.br/pressat-25mg-30-cpr/p
7896111970928;8.45;Drogal;Base Endurecedora Impala Casco de Cavalo 7,5ml;https://www.drogal.com.br/base-endurecedora-impala-casco-de-cavalo-75ml/p
7896112400363;116.95;Drogal;Suplemento Vitamínico e Mineral Onicut 60 Cápsulas;https://www.drogal.com.br/suplemento-vitaminico-e-mineral-onicut-60-capsulas/p
7891150094932;30.89;Drogal;Máscara de Tratamento Dove Brilho 10 em 1 270g;https://www.drogal.com.br/mascara-de-tratamento-dove-brilho-10-em-1-270g/p
7894916513173;137.69;Drogal;Bupium Xl 150mg 60 Comprimidos;https://www.drogal.com.br/bupium-xl-150mg-60-comprimidos/p
7899095257870;72.99;Drogal;Levofloxacino 500mg Geolab 7 Comprimidos Revestidos;https://www.drogal.com.br/levofloxacino-500mg-geolab-7-comprimidos-revestidos/p
7891150102576;33.89;Drogal;Condicionador Dove Hidratação+ Hialuron-Vit Expert em Danos 600ml;https://www.drogal.com.br/condicionador-dove-hidratacao-hialuron-vit-expert-em-danos-600ml/p
3282770393989;81.69;Drogal;Protetor Solar Facial Darrow Actine One Sem Cor FPS50 40g;https://www.drogal.com.br/protetor-solar-facial-darrow-actine-one-sem-cor-fps50-40g/p
7891150062115;38.49;Drogal;Sorvete Kibon Cremosíssimo 4 em 1 Chocoleite 2L;https://www.drogal.com.br/sorvete-kibon-cremosissimo-4-em-1-chocoleite-2l/p
7896044900863;23.15;Drogal;Protetor Labial Giovanna Baby Lip Balm Cherry 3,5g;https://www.drogal.com.br/protetor-labial-giovanna-baby-lip-balm-cherry-35g/p
7897595901576;32.19;Drogal;Puran T4 175mcg 30 Comprimidos;https://www.drogal.com.br/puran-t4-175mcg-30-comprimidos/p
7908458321377;21.25;Drogal;Óleo de Tratamento Capilar Salon Line SOS Cachos Super Óleos Nutrição Extraordinária 42ml;https://www.drogal.com.br/oleo-de-tratamento-capilar-salon-line-sos-cachos-super-oleos-nutricao-extraordinaria-42ml/p
7898074615212;109.09;Drogal;Monuril 3g Granulado para Solução Oral 2 Envelopes;https://www.drogal.com.br/monuril-3g-granulado-para-solucao-oral-2-envelopes/p
7908236800629;378.09;Drogal;Efexor XR 75mg  30 Cápsulas Duras Liberação Prolongada;https://www.drogal.com.br/efexor-xr-75mg-30cpr-c1/p
7896206402426;184.63;Drogal;Atacand HCT 8mg + 12,5mg caixa com 30 comprimidos;https://www.drogal.com.br/atacand-hct-8125mg-30-cpr/p
7506460101064;29.79;Drogal;Folha Depilatória Facial Veet Pure e Fresh Pele Delicada 16 Folhas;https://www.drogal.com.br/folha-depilatoria-facial-veet-pure-e-fresh-pele-delicada-16-folhas/p
7908615089003;153.69;Drogal;"Sérum Facial Anti-Marcas L&apos;Oreal Paris Glycolic Bright 30ml";https://www.drogal.com.br/serum-facial-anti-marcas-loreal-paris-glycolic-bright-30ml/p
7500435146906;11.99;Drogal;Ampola Pantene Reconstrução Shot Potencializador 15ml;https://www.drogal.com.br/ampola-pantene-reconstrucao-shot-potencializador-15ml/p
7896004728858;28.39;Drogal;Rosuvastatina Cálcica 20mg EMS 30 Comprimidos Revestidos;https://www.drogal.com.br/rosuvastatina-calcica-20mg-ems-30-comprimidos-revestidos/p
7896269901898;84.79;Drogal;Zyrtec 10mg 12 Comprimidos Revestidos;https://www.drogal.com.br/zyrtec-10mg-12-comprimidos-revestidos/p
7894222010175;10.89;Drogal;Esmalte Cremoso Dailus Queridinhos Bolo de Chocolate 8ml;https://www.drogal.com.br/esmalte-cremoso-dailus-queridinhos-bolo-de-chocolate-8ml/p
7896311709991;160.19;Drogal;Super Whey 100% Pure Integralmedica Chocolate 900g;https://www.drogal.com.br/super-whey-100-pure-integralmedica-chocolate-900g/p
7896852615973;22.99;Drogal;Shampoo Reconstrutor Amend Complete Repair 250ml;https://www.drogal.com.br/shampoo-reconstrutor-amend-complete-repair-250ml/p
7896004713038;46.95;Drogal;Topiramato 25mg Germed 60 Comprimidos Revestidos;https://www.drogal.com.br/topiramato-25mg-germed-60-comprimidos-revestidos/p
7896222718846;28.19;Drogal;Preservativo Camisinha Olla Sensitive 8 Unidades;https://www.drogal.com.br/preservativo-camisinha-olla-sensitive-8-unidades/p
7898582382385;131.29;Drogal;Suplemento Alimentar Damater Ômega 30 Cápsulas Gelatinosas Moles;https://www.drogal.com.br/suplemento-alimentar-damater-omega-30-capsulas-gelatinosas-moles/p
7896015527242;162.75;Drogal;Clavulin BD 400mg + 140mg/ml Suspensão Oral 140ml;https://www.drogal.com.br/clavulin-bd-400mg-140ml/p
78911246;4.99;Drogal;Vick Pyrena 500mg/5g Sabor Mel e Limão Sachê 5g;https://www.drogal.com.br/cha-para-gripe-vick-pyrena-sabor-mel-e-limao-5g/p
7891150101678;18.89;Drogal;Máscara de Tratamento Seda Cachos Definidos 300g;https://www.drogal.com.br/mascara-de-tratamento-seda-cachos-definidos-300g/p
7896512900166;9.89;Drogal;Sabonete em Barra Granado Antisséptico 90g;https://www.drogal.com.br/sab-antisseptico-gran-90g/p
7899095222267;20.39;Drogal;Ibuvix 300mg 30 Comprimidos;https://www.drogal.com.br/ibuvix300mg30comprimidos/p
7891058005566;37.09;Drogal;Analgésico e Antitérmico Novalgina Infantil 50mg/ml Sabor Framboesa Solução Oral 100ml + Copo Dosador;https://www.drogal.com.br/analgesico-e-antitermico-novalgina-infantil-50mg-ml-sabor-framboesa-solucao-oral-100ml--copo-dosador/p
7891350033083;16.09;Drogal;Desodorante Antitranspirante Aerossol Masculino Adidas Adipower 150ml;https://www.drogal.com.br/desodorante-aerosol-masculino-adidas-adipower-150ml/p
7891150043084;15.69;Drogal;Kit Seda Ceramidas Shampoo 325ml + Condicionador 325ml;https://www.drogal.com.br/kit-seda-ceramidas-shampoo-325ml-condicionador-325ml/p
7896671692827;32.95;Drogal;Shampoo Flores e Vegetais Cinza Platinado 310ml;https://www.drogal.com.br/shampoo-flores-e-vegetais-cinza-platinado-310ml/p
7891317452995;9.79;Drogal;Domperidona 10mg Eurofarma 30 Comprimidos;https://www.drogal.com.br/domperidona-10mg-eurofarma-30-comprimidos/p
7891350040029;22.75;Drogal;Condicionador Bozzano  Cachos e Crespos 3x1 200ml;https://www.drogal.com.br/condicionador-bozzano-cachos-e-crespos-3x1-200ml/p
7891010880859;34.65;Drogal;Antisséptico Bucal Listerine Sem Álcool Cuidado Total Refrescância Suave 500ml;https://www.drogal.com.br/antisseptico-bucal-listerine-sem-alcool-cuidado-total-refrescancia-suave-500ml/p
7896004792316;29.79;Drogal;Cloridrato de Naratriptana 2,5mg EMS 10 Comprimidos Resvestidos;https://www.drogal.com.br/cloridrato-de-naratriptana-25mg-ems-10-comprimidos-resvestidos/p
7891150075238;25.99;Drogal;Shampoo de Glicerina Baby Dove Hidratação Glicerinada 400ml;https://www.drogal.com.br/shampoo-de-glicerina-baby-dove-hidratacao-glicerinada-400ml/p
7891150075306;43.95;Drogal;Condicionador Dove Hidra-Liso + Hialurônico 400ml;https://www.drogal.com.br/condicionador-dove-hidra-liso-hialuronico-400ml/p
4015630064076;118.89;Drogal;Tiras para Controle de Glicemia Accu-Chek Active 50 Unidades;https://www.drogal.com.br/tiras-accu-chek-active-50-unidades/p
7898133139260;16.29;Drogal;Hidralyte 45 Tutti-Frutti 500ml;https://www.drogal.com.br/hidralyte-sol-500-ml-tutti-frutti/p
7896094922334;4.59;Drogal;Eparema Flaconete Sabor Hortelã 10ml;https://www.drogal.com.br/eparema-flaconete-hortela-10ml/p
7891150082786;14.25;Drogal;Sabonete Líquido Lux Botanicals Essências do Brasil Dama da Noite 300ml;https://www.drogal.com.br/sabonete-liquido-lux-botanicals-essencias-do-brasil-dama-da-noite-300ml/p
7897411602182;139.49;Drogal;Lixiana 30mg 30 Comprimidos Revestidos;https://www.drogal.com.br/lixiana-30mg-30-comprimidos-revestidos/p
7891150058231;46.59;Drogal;Máscara de Tratamento Dove 60+ Fator de Nutrição 300g;https://www.drogal.com.br/mascara-de-tratamento-dove-60-fator-de-nutricao-300g/p
7891317007225;116.79;Drogal;Desve 50mg 60 Comprimidos Revestidos de Liberação Prolongada;https://www.drogal.com.br/desve-50mg-60-comprimidos-revestidos-de-liberacao-prolongada/p
7897930760691;223.59;Drogal;Tetralysal 300mg 16 Cápsulas;https://www.drogal.com.br/tetralysal-300mg-16-caps/p
7891317000127;37.79;Drogal;Paracetamol + Fosfato de Codeína 500mg + 30mg Eurofarma 24 Comprimidos;https://www.drogal.com.br/paracetamol--fosfato-de-codeina-500mg--30mg-eurofarma-24-comprimidos/p
7897316801154;13.59;Drogal;Atropina 1% Solução Oftálmica Estéril 5ml;https://www.drogal.com.br/atropina-1-solucao-oftalmica-esteril-5ml/p
7891010246952;27.79;Drogal;Tylenol Sinus 36 Comprimidos Revestidos;https://www.drogal.com.br/tylenol-sinus-36-comprimidos-revestidos/p
8886472108558;105.09;Drogal;Fórmula Infantil NAN Science Pro Soja DHA e ARA 800g;https://www.drogal.com.br/formula-infantil-nan-science-pro-soja-dha-e-ara-800g/p
7891150068544;9.99;Drogal;Sorvete Picolé Kibon Chicabon Zero 63g;https://www.drogal.com.br/sorvete-picole-kibon-chicabon-zero-63g/p
7896512914231;27.79;Drogal;Cera Nutritiva Granado Unhas e Cutículas 7g;https://www.drogal.com.br/cera-nutritiva-granado-unhas-e-cuticulas-7g/p
7899026459649;38.19;Drogal;Condicionador Elseve Colorvive 400ml;https://www.drogal.com.br/condicionador-elseve-colorvive-400ml/p
7896548112717;39.69;Drogal;Tobrex 3mg Solução Oftálmica 5ml;https://www.drogal.com.br/tobrex-3mg-solucao-oftalmica-5ml/p
7896641808227;99.19;Drogal;Kaloba 21 Comprimidos;https://www.drogal.com.br/kaloba111-111mg21comprimidos/p
7891182014601;6.89;Drogal;Esmalte Metálico Risqué Maçã do Amor 8ml;https://www.drogal.com.br/esmalte-metalico-risque-maca-do-amor-8ml/p
7908785441656;7.85;Drogal;Base Nutriva Colorama Nail Tint 8ml;https://www.drogal.com.br/base-nutriva-colorama-nail-tint-8ml/p
7896548199572;164.01;Drogal;Simbrinza 10/2mg com 8ml;https://www.drogal.com.br/simbrinza-102mg-com-8ml/p
7896641813627;386.59;Drogal;Venvanse 30mg 28 Cápsulas Gelatinosas Duras;https://www.drogal.com.br/venvanse-30mg-28-capsulas-gelatinosas-duras/p
7891350036718;32.55;Drogal;Bálsamo Barba e Bigode Bozzano Hidratante 90g;https://www.drogal.com.br/balsamo-barba-e-bigode-bozzano-hidratante-90g/p
7895858015664;24.59;Drogal;Leite de Magnésia Phillips Sabor Hortelã 120ml;https://www.drogal.com.br/leite-de-magnesia-phillips-sabor-hortela-120ml/p
7500435142168;60.45;Drogal;Creme Para Pentear Crespo Pantene Unidas Pelos Cachos 225ml;https://www.drogal.com.br/creme-para-pentear-crespo-pantene-unidas-pelos-cachos-225ml/p
7899852024950;9.99;Drogal;Batom Vult AquaTint Gel Efeito Tint Natural Cor Violet 5,5ml;https://www.drogal.com.br/batom-vult-aqua-tint-gel-efeito-tint-natural-cor-violet-55ml/p
7896699011099;42.69;Drogal;Concha de Amamentação Lolly Pós-Parto com Base Rígida 2 Unidades;https://www.drogal.com.br/concha-amam-lolly-riggtsmini/p
4005900449559;17.99;Drogal;"Desodorante Antitranspirante Aerosol Nivea Men Invisible Black &amp; White Fresh 150ml";https://www.drogal.com.br/desodorante-antitranspirante-aerosol-nivea-men-invisible-black-white-fresh-150ml/p
7894916140690;27.11;Drogal;Meloxicam 7,5mg Legrand 10 Comprimidos;https://www.drogal.com.br/meloxicam-75mg-legrand-10-comprimidos/p
7896472521883;45.69;Drogal;Tradep 50mg 60 Comprimidos Revestidos;https://www.drogal.com.br/tradep-50mg-60-comprimidos-revestidos/p
